estimator_type,n_features,trajectory_length,process_variance,measurement_variance,loss_name,loss_in_dB,loss_std_in_dB,state_loss_in_dB,state_loss_std_in_dB,data_config,training_config,data_name,model_name,time,train_random_variance,test_random_variance
KalmanNetNN,1,100,0.0001,0.01,velMSE,-5.11973614609616,1.965866122725032,[-20.6275606   -5.11973615  -7.46544382 -16.42516564],[1.43894442 1.96586612 2.15584616 1.62907385],"DataConfig(config_name='default_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_wd1e-6', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=None)","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T08:57:32,None,None
KalmanNetNN,1,100,0.0001,0.01,velMSE,-5.929062075832311,2.5160616709107733,[-20.81741043  -5.92906208 -10.57513775 -14.82061276],[1.9110354  2.51606167 2.1547061  2.76226626],"DataConfig(config_name='default_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_wd1e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=None)","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T09:40:31,None,None
KalmanNetNN,1,100,0.0001,0.01,velMSE,-15.597559256969465,1.6529119217516666,[-25.14458406 -15.59755926 -25.40712202 -26.33634498],[1.05437774 1.65291192 2.57070311 2.58481999],"DataConfig(config_name='default_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T10:23:24,"[4, 4, 1, 1]",None
KalmanNetNN,1,100,0.0001,0.01,velMSE,-15.550754323879667,1.486002430953672,[-25.16954483 -15.55075432 -25.89265062 -26.38872045],[1.10090639 1.48600243 1.97912809 2.56272945],"DataConfig(config_name='default_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_lr5e-4_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T11:06:46,"[4, 4, 1, 1]",None
KalmanNetNN,1,100,0.0001,0.01,velMSE,-9.5234027863162,1.1877996791360292,[-23.30083151  -9.52340279 -13.98572968 -24.02940726],[1.01626199 1.18779968 3.56866471 2.53960729],"DataConfig(config_name='default_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_wd1e-6_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T11:50:19,"[4, 4, 1, 1]",None
KalmanNetNN,1,100,0.0001,0.01,velMSE,-9.53961964416451,2.792943155408219,[-22.73239946  -9.53961964 -17.0219991  -20.99375951],[1.73996437 2.79294316 2.17903025 2.2539725 ],"DataConfig(config_name='default_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_wd1e-4_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T12:22:36,"[4, 4, 1, 1]",None
KalmanNetNN,1,100,0.0001,0.001,velMSE,-14.340042908556008,4.535542753333283,[-28.38982321 -14.34004291 -22.33867231 -25.3229492 ],[3.96358303 4.53554275 4.22623836 3.60490204],"DataConfig(config_name='default_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=None)","data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T12:58:54,None,None
KalmanNetNN,1,100,0.0001,0.001,velMSE,-10.346672775006917,4.198538346014709,[-22.02816635 -10.34667278 -19.54952794 -22.25309477],[4.05905628 4.19853835 3.96340168 4.06722821],"DataConfig(config_name='default_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=None)","data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T13:42:01,None,None
KalmanNetNN,1,100,0.0001,0.001,velMSE,-9.191223836589778,3.320717145707719,[-24.55037036  -9.19122384 -17.77389615 -18.44844828],[3.13385809 3.32071715 2.79886882 3.53521794],"DataConfig(config_name='default_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_wd1e-6', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=None)","data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T14:24:57,None,None
KalmanNetNN,1,100,0.0001,0.001,velMSE,-10.461349306907291,4.323592775114295,[-23.61205204 -10.46134931 -18.31300163 -22.84473843],[4.15370625 4.32359278 4.147621   3.8325354 ],"DataConfig(config_name='default_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_wd1e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=None)","data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T15:08:26,None,None
KalmanNetNN,1,100,0.0001,0.001,velMSE,-16.543550227821818,2.982255383355449,[-31.82356253 -16.54355023 -23.49941832 -24.64500861],[1.7133494  2.98225538 2.56855946 2.73264912],"DataConfig(config_name='default_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T15:51:49,"[4, 4, 1, 1]",None
KalmanNetNN,1,100,0.0001,0.001,velMSE,-15.876543434453287,4.5207671422053775,[-28.62453028 -15.87654343 -20.86395491 -26.62961433],[4.02271432 4.52076714 4.48523615 2.61257261],"DataConfig(config_name='default_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_lr5e-4_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T16:35:25,"[4, 4, 1, 1]",None
KalmanNetNN,1,100,0.0001,0.001,velMSE,-15.00678092310583,5.424757331460391,[-29.54350905 -15.00678092 -17.97497229 -21.29577784],[4.77861808 5.42475733 5.73699341 5.58653431],"DataConfig(config_name='default_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_wd1e-6_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T17:18:40,"[4, 4, 1, 1]",None
KalmanNetNN,1,100,0.0001,0.001,velMSE,-18.9973974514574,1.3083968141742055,[-32.05427779 -18.99739745 -25.84017853 -27.36613881],[1.23285189 1.30839681 2.72122817 2.50629975],"DataConfig(config_name='default_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))","TrainingConfig(config_name='default_velMSE_wd1e-4_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-22T18:01:41,"[4, 4, 1, 1]",None
